tradition_type,name,slot,description_raw,description_clean
TRADITION_SHUSEI_KOKUBO_II,Shusei Kokubō II,Tradition,+50% [icon:YIELD_PRODUCTION] towards Military and Science [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP]. Military and Science Buildings receive an adjacency for Coast.,+50% Production towards Military and Science Buildings. Military and Science Buildings receive an adjacency for Coast.
TRADITION_SIAM_SYNCRETISM_ANTIQUITY,Chatusadom I,Tradition,+1 [icon:YIELD_CULTURE] and [icon:YIELD_DIPLOMACY] on the Palace for each [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+1 Culture and Influence on the Palace for each City-State you are Suzerain of.
TRADITION_SIAM_SYNCRETISM_EXPLORATION,Chatusadom II,Tradition,+2 [icon:YIELD_CULTURE] and [icon:YIELD_DIPLOMACY] on the Palace for each [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+2 Culture and Influence on the Palace for each City-State you are Suzerain of.
TRADITION_SIEGE_TRAIN,Siege Train,Tradition,"When a unit destroys a [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_FORTIFIED_DISTRICTS_TOOLTIP]Fortified District's[/TIP] defenses, all other [TIP:LOC_PEDIA_CONCEPTS_LAND_UNITS_TOOLTIP]Land[/TIP] [TIP:LOC_PEDIA_CONCEPTS_SIEGE_UNITS_TOOLTIP]Siege[/TIP] and [TIP:LOC_PEDIA_CONCEPTS_INFANTRY_UNITS_TOOLTIP]Infantry[/TIP] Units have their [icon:Action_Move] Movement restored.","When a unit destroys a Fortified District's defenses, all other Land Siege and Infantry Units have their Movement restored."
TRADITION_SILLA_SYNCRETISM_EXPLORATION,Revised Bone-Rank I,Tradition,+1 [icon:YIELD_CULTURE] Culture and [icon:YIELD_SCIENCE] Science for each imported [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP].,+1 Culture and Science for each imported Resource.
TRADITION_SILLA_SYNCRETISM_MODERN,Revised Bone-Rank II,Tradition,+2 [icon:YIELD_CULTURE] Culture and [icon:YIELD_SCIENCE] Science for each imported [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP].,+2 Culture and Science for each imported Resource.
TRADITION_SOCIAL_SCIENCE,Social Science,Policy,+3 [icon:YIELD_SCIENCE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. +1 [icon:YIELD_FOOD] and [icon:YIELD_HAPPINESS] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+3 Science from Specialists. +1 Food and Happiness Maintenance on Specialists.
TRADITION_SOLEYMANIYEH_PALACE_I,Soleymaniyeh Palace I,Tradition,+0.25 [icon:YIELD_DIPLOMACY] Influence for every [icon:YIELD_POPULATION] Population in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital.,+0.25 Influence for every Population in the Capital.
TRADITION_SOLEYMANIYEH_PALACE_II,Soleymaniyeh Palace II,Tradition,+0.5 [icon:YIELD_DIPLOMACY] Influence for every [icon:YIELD_POPULATION] Population in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital.,+0.5 Influence for every Population in the Capital.
TRADITION_SONGHAI_SYNCRETISM_ANTIQUITY,Charismatic Kingship I,Tradition,"+1 [icon:YIELD_GOLD] Gold on [icon:CITY_RURAL] Improvements on [icon:CITY_UNIMPROVED] Desert Terrain, doubled on Unique Improvements.","+1 Gold on Improvements on Desert Terrain, doubled on Unique Improvements."
TRADITION_SONGHAI_SYNCRETISM_MODERN,Charismatic Kingship II,Tradition,"+2 [icon:YIELD_GOLD] Gold on [icon:CITY_RURAL] Improvements on [icon:CITY_UNIMPROVED] Desert Terrain, doubled on Unique Improvements.","+2 Gold on Improvements on Desert Terrain, doubled on Unique Improvements."
TRADITION_SPAIN_SYNCRETISM_ANTIQUITY,Corregidor I,Tradition,+2 [icon:YIELD_GOLD] on [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on or adjacent to Coast.,+2 Gold on Districts on or adjacent to Coast.
TRADITION_SPAIN_SYNCRETISM_MODERN,Corregidor II,Tradition,+2 [icon:YIELD_GOLD] on [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on or adjacent to Coast. +10% [icon:YIELD_FOOD] and [icon:YIELD_PRODUCTION] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] in [TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP].,+2 Gold on Districts on or adjacent to Coast. +10% Food and Production in Cities in Distant Lands.
TRADITION_SPHERE_OF_INFLUENCE,Sphere of Influence,Policy,Gain [icon:YIELD_CULTURE] equal to your [icon:ATTRIBUTE_POLITICAL] Diplomatic [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] for every [icon:PLAYER_RELATIONSHIP_ALLIANCE] [TIP:LOC_PEDIA_CONCEPTS_ALLIANCE_TOOLTIP]Alliance[/TIP] you have.,Gain Culture equal to your Diplomatic Attribute for every Alliance you have.
TRADITION_STRANDHOGG,Strandhögg,Tradition,[TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Units[/TIP] can [icon:Action_Pillage] Pillage and Coastal Raid tiles within 2 tiles. [TIP:LOC_PEDIA_CONCEPTS_NAVAL_UNITS_TOOLTIP]Naval Units[/TIP] can disperse [icon:INDEPENDENT_POWER] [TIP:LOC_PEDIA_CONCEPTS_INDEPENDENT_POWER_TOOLTIP]Independent Powers[/TIP] or [icon:Action_Pillage] Coastal Raid for 1 [icon:UNIT_MOVEMENT_ICON] Movement when in [TIP:LOC_PEDIA_CONCEPTS_DISTANT_LANDS_TOOLTIP]Distant Lands[/TIP]. Does not apply to Discoveries.,Naval Units can Pillage and Coastal Raid tiles within 2 tiles. Naval Units can disperse Independent Powers or Coastal Raid for 1 Movement when in Distant Lands. Does not apply to Discoveries.
TRADITION_STRATAGEMS,Stratagems II,Tradition,+50% Yield and HP from [icon:Action_Pillage] Pillaging. +5 [icon:NAR_REW_COMBAT] Combat Strength for [icon:UNIT_CLASS_INFANTRY]Infantry and [icon:UNIT_CLASS_CAVALRY]Cavalry against other Land Units when you have at least 8 [icon:NAR_REW_GREATWORK] Great Works on display.,+50% Yield and HP from Pillaging. +5 Combat Strength for Infantry and Cavalry against other Land Units when you have at least 8 Great Works on display.
TRADITION_STRATAGEMS_I,Stratagems I,Tradition,+25% Yield and HP from [icon:Action_Pillage] Pillaging. +3 [icon:NAR_REW_COMBAT] Combat Strength for [icon:UNIT_CLASS_INFANTRY]Infantry and [icon:UNIT_CLASS_CAVALRY]Cavalry against other Land Units when you have at least 4 [icon:NAR_REW_GREATWORK] Great Works on display.,+25% Yield and HP from Pillaging. +3 Combat Strength for Infantry and Cavalry against other Land Units when you have at least 4 Great Works on display.
TRADITION_STRATEGIC_ALLIES,Strategic Allies,Tradition,All [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Routes[/TIP] between you and your [icon:PLAYER_RELATIONSHIP_ALLIANCE] [TIP:LOC_PEDIA_CONCEPTS_ALLIANCE_TOOLTIP]Allies[/TIP] grant [icon:YIELD_FOOD] Food and [icon:YIELD_PRODUCTION] Production to both players equal to the route's [icon:TRADE_INCOME] [TIP:LOC_PEDIA_CONCEPTS_TRADE_INCOME_TOOLTIP]Trade Income[/TIP].,All Trade Routes between you and your Allies grant Food and Production to both players equal to the route's Trade Income.
TRADITION_STRATEGIC_RAILWAYS,Strategic Railways,Policy,+20% [icon:YIELD_PRODUCTION] towards constructing [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] and [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] with a Rail Station.,+20% Production towards constructing Buildings and Improvements in Cities with a Rail Station.
TRADITION_STRATEGOI,Strategoi,Tradition,+1 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for Infantry Units for each [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+1 Combat Strength for Infantry Units for each City-State you are Suzerain of.
TRADITION_STRICT_CENSORSHIP,Strict Censorship,Tradition,-10 [icon:YIELD_CULTURE] and [icon:YIELD_SCIENCE] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].,-10 Culture and Science in Cities.
TRADITION_STYLE_EMPIRE_I,Style Empire I,Tradition,Constructing a Building grants [icon:YIELD_CULTURE] equal to 15% of its [icon:YIELD_PRODUCTION] cost. +2 [icon:YIELD_CULTURE] on Happiness [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] and [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP].,Constructing a Building grants Culture equal to 15% of its Production cost. +2 Culture on Happiness Buildings and Wonders.
TRADITION_STYLE_EMPIRE_II,Style Empire II,Tradition,Constructing a Building grants [icon:YIELD_CULTURE] equal to 25% of its [icon:YIELD_PRODUCTION] cost. +2 [icon:YIELD_CULTURE] on Happiness [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] and [icon:WONDER] [TIP:LOC_PEDIA_CONCEPTS_WONDERS_TOOLTIP]Wonders[/TIP].,Constructing a Building grants Culture equal to 25% of its Production cost. +2 Culture on Happiness Buildings and Wonders.
TRADITION_SUFFETES,Suffetes,Tradition,+20% [icon:YIELD_GOLD] Gold in Mining [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP]. +20% [icon:YIELD_FOOD] Food in Fishing or Farming [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP]. +1 [icon:TRADE_ROUTE] Naval Trade Route Range for every [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Town[/TIP] with a [icon:TOWN_FOCUS] Trade Outpost Focus.,+20% Gold in Mining Towns. +20% Food in Fishing or Farming Towns. +1 Trade Route Naval Trade Route Range for every Town with a Trade Outpost Focus.
TRADITION_SUFFRAGE,Suffrage,Policy,+3 [icon:YIELD_CULTURE] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. -3 [icon:YIELD_PRODUCTION] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP].,+3 Culture from Specialists. -3 Production in Towns.
TRADITION_SUPPRESS_LOCAL_TRADITIONS,Suppress Local Traditions,Tradition,-3 [icon:YIELD_HAPPINESS] in [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP] you did not found.,-3 Happiness in Settlements you did not found.
TRADITION_SURVEY,Survey,Policy,Scouts gain +1 [icon:Action_Move] Movement and [icon:Action_Showall] [TIP:LOC_PEDIA_CONCEPTS_SIGHT_TOOLTIP]Sight[/TIP].,Scouts gain +1 Movement and Sight.
TRADITION_SYSTEM_OF_IDEAS,System of Ideas,Tradition,+50% [icon:YIELD_CULTURE] towards researching [icon:RADIAL_CIVICS] [TIP:LOC_PEDIA_CONCEPTS_CIVIC_TOOLTIP]Civics[/TIP] that unlock an [icon:NOTIFICATION_IDEOLOGY_CHOSEN] Ideology but -50% [icon:YIELD_HAPPINESS] towards [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebrations[/TIP].,+50% Culture towards researching Civics that unlock an Ideology but -50% Happiness towards Celebrations.
TRADITION_TAKESIYAKE_YEPEPOKI,Takesiyake Yepepoki,Tradition,"+2 [icon:YIELD_PRODUCTION] Production on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] on [icon:CITY_UNIMPROVED] Tundra, Desert, and Plains Terrain in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP]. These numbers are doubled if the tile is also [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable River[/TIP] Terrain.","+2 Production on Improvements on Tundra, Desert, and Plains Terrain in Cities. These numbers are doubled if the tile is also Navigable River Terrain."
TRADITION_TAKUAKA,Takuaka,Tradition,+1 [icon:YIELD_PRODUCTION] Production on Fishing Boats in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP]. +2 [icon:YIELD_SCIENCE] Science on Fishing Boats on Reefs in all [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlements[/TIP].,+1 Production on Fishing Boats in Cities. +2 Science on Fishing Boats on Reefs in all Settlements.
TRADITION_TARIFFS,Tariffs,Policy,"+50% [icon:TRADE_INCOME] [TIP:LOC_PEDIA_CONCEPTS_TRADE_INCOME_TOOLTIP]Trade Income[/TIP], but -3 [icon:YIELD_HAPPINESS] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP].","+50% Trade Income, but -3 Happiness in Cities."
TRADITION_TAX_FARMING,Tax Farming,Tradition,-50% [icon:YIELD_GOLD] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP].,-50% Gold in Towns.
TRADITION_THEIR_FINEST_HOUR,Their Finest Hour,Policy,+25% [icon:YIELD_PRODUCTION] towards training [TIP:LOC_PEDIA_CONCEPTS_AIR_UNITS_TOOLTIP]Air Units[/TIP]. +5 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [TIP:LOC_PEDIA_CONCEPTS_AIR_UNITS_TOOLTIP]Air Units[/TIP] in your own territory.,+25% Production towards training Air Units. +5 Combat Strength for Air Units in your own territory.
TRADITION_THE_GOLDEN_ROAD_I,The Golden Road I,Tradition,All [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Routes[/TIP] between you and your [icon:PLAYER_RELATIONSHIP_ALLIANCE] [TIP:LOC_PEDIA_CONCEPTS_ALLIANCE_TOOLTIP]Allies[/TIP] grant [icon:YIELD_SCIENCE] Science and [icon:YIELD_CULTURE] Culture to both players equal to 50% of the route's [icon:TRADE_INCOME] [TIP:LOC_PEDIA_CONCEPTS_TRADE_INCOME_TOOLTIP]Trade Income[/TIP].,All Trade Routes between you and your Allies grant Science and Culture to both players equal to 50% of the route's Trade Income.
TRADITION_THE_GOLDEN_ROAD_II,The Golden Road II,Tradition,All [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Routes[/TIP] between you and your [icon:PLAYER_RELATIONSHIP_ALLIANCE] [TIP:LOC_PEDIA_CONCEPTS_ALLIANCE_TOOLTIP]Allies[/TIP] grant [icon:YIELD_SCIENCE] Science and [icon:YIELD_CULTURE] to both players Culture equal to the route's [icon:TRADE_INCOME] [TIP:LOC_PEDIA_CONCEPTS_TRADE_INCOME_TOOLTIP]Trade Income[/TIP].,All Trade Routes between you and your Allies grant Science and Culture to both players Culture equal to the route's Trade Income.
TRADITION_THRONE_OF_MY_FATHERS,Throne Of My Fathers,Tradition,+15% [icon:YIELD_GOLD] in [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP] adjacent to Coast. Gain [icon:YIELD_CULTURE] equal to 25% of your [icon:TRADE_INCOME] [TIP:LOC_PEDIA_CONCEPTS_TRADE_INCOME_TOOLTIP]Trade Income[/TIP].,+15% Gold in Cities adjacent to Coast. Gain Culture equal to 25% of your Trade Income.
TRADITION_TIMBUKTU_I,Timbuktu I,Tradition,+2 [icon:YIELD_GOLD] Gold on Rough Terrain and Mines on [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resources[/TIP] if there is at least 1 [icon:YIELD_GOLD] Gold Building in that [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].,+2 Gold on Rough Terrain and Mines on Resources if there is at least 1 Gold Building in that Settlement.
TRADITION_TIMBUKTU_II,Timbuktu II,Tradition,+3 [icon:YIELD_GOLD] Gold on Rough Terrain and Mines on [icon:RADIAL_RESOURCES] Resources if there is at least 1 [icon:YIELD_GOLD] Gold Building in that Settlement.,+3 Gold on Rough Terrain and Mines on Resources if there is at least 1 Gold Building in that Settlement.
TRADITION_TIRAKUNA_I,Tirakuna I,Tradition,Food [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] receive an Adjacency for Mountains. [icon:CITY_UNIMPROVED] [TIP:LOC_PEDIA_CONCEPTS_ROUGH_TERRAIN_TOOLTIP]Rough Terrain[/TIP] does not end Unit [icon:UNIT_MOVEMENT_ICON] Movement.,Food Buildings receive an Adjacency for Mountains. Rough Terrain does not end Unit Movement.
TRADITION_TIRAKUNA_II,Tirakuna II,Tradition,Food and Gold [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] receive an Adjacency for Mountains. [icon:CITY_UNIMPROVED] [TIP:LOC_PEDIA_CONCEPTS_ROUGH_TERRAIN_TOOLTIP]Rough Terrain[/TIP] does not end Unit [icon:UNIT_MOVEMENT_ICON] Movement.,Food and Gold Buildings receive an Adjacency for Mountains. Rough Terrain does not end Unit Movement.
TRADITION_TONGA_SYNCRETISM_EXPLORATION,T’ui Ha’atakalaua I,Tradition,+3 [icon:YIELD_CULTURE] Culture and [icon:YIELD_GOLD] Gold in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital for every [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP] with a [icon:CITYSTATE] City-State.,+3 Culture and Gold in the Capital for every Trade Route with a City-State.
TRADITION_TONGA_SYNCRETISM_MODERN,T’ui Ha’atakalaua II,Tradition,+4 [icon:YIELD_CULTURE] Culture and [icon:YIELD_GOLD] Gold in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital for every [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP] with a [icon:CITYSTATE] City-State.,+4 Culture and Gold in the Capital for every Trade Route with a City-State.
TRADITION_TONGIAKI_I,Tongiaki I,Tradition,+10 [icon:TRADE_ROUTE] Naval [TIP:LOC_PEDIA_CONCEPTS_TRADE_RANGE_TOOLTIP]Trade Route Range[/TIP].,+10 Trade Route Naval Trade Route Range.
TRADITION_TONGIAKI_II,Tongiaki II,Tradition,+10 [icon:TRADE_ROUTE] Naval [TIP:LOC_PEDIA_CONCEPTS_TRADE_RANGE_TOOLTIP]Trade Route Range[/TIP]. +3 [icon:YIELD_GOLD] Gold and [icon:YIELD_SCIENCE] Science from Naval Trade Routes.,+10 Trade Route Naval Trade Route Range. +3 Gold and Science from Naval Trade Routes.
TRADITION_TOOL_MAKING,Tool Making,Policy,+1 [icon:YIELD_PRODUCTION] and [icon:YIELD_SCIENCE] on the Palace.,+1 Production and Science on the Palace.
TRADITION_TRADE_WINDS,Trade Winds,Policy,+1 [icon:YIELD_GOLD] and [icon:YIELD_HAPPINESS] for every imported [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP]. +1 [icon:Action_Move] Movement for [icon:UNIT_MERCHANT] Merchants.,+1 Gold and Happiness for every imported Resource. +1 Movement for Merchants.
TRADITION_TRADITION_LOYALTY_SETTLEMENT_CAP,Stagnation,Tradition,-1 [icon:SETTLEMENT_LIMIT] [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_LIMIT_TOOLTIP]Settlement Limit[/TIP].,-1 Settlement Limit.
TRADITION_TRENCHWORKS,Trenchworks,Policy,+3 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for [icon:Action_Fortify] Fortified Units and [icon:CITY_FORTIFIED] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP].,+3 Combat Strength for Fortified Units and Districts.
TRADITION_TRIAL_OF_TIME,Test of Valor,Tradition,"-1 [icon:YIELD_SCIENCE] Science, [icon:YIELD_CULTURE] Culture, [icon:YIELD_GOLD] Gold, [icon:YIELD_FOOD] Food, [icon:YIELD_PRODUCTION] Production, [icon:YIELD_DIPLOMACY] Influence, and [icon:YIELD_HAPPINESS] Happiness per Age in all Settlements. -2 [icon:NAR_REW_COMBAT] Combat Strength for all Units.","-1 Science, Culture, Gold, Food, Production, Influence, and Happiness per Age in all Settlements. -2 Combat Strength for all Units."
TRADITION_TRIBUTE,Tribute,Tradition,-10 [icon:YIELD_GOLD] for each [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,-10 Gold for each City-State you are Suzerain of.
TRADITION_TUNDIKHEL,Tundikhel,Tradition,+3 [icon:NAR_REW_COMBAT] [TIP:LOC_PEDIA_CONCEPTS_COMBAT_STRENGTH_TOOLTIP]Combat Strength[/TIP] for all Units adjacent to [icon:CITY_UNIMPROVED] Mountains. This is doubled if the Unit is also in your territory. Units complete [icon:Action_Fortify] Fortifications in 1 turn if adjacent to a [icon:CITY_UNIMPROVED] Mountain.,+3 Combat Strength for all Units adjacent to Mountains. This is doubled if the Unit is also in your territory. Units complete Fortifications in 1 turn if adjacent to a Mountain.
TRADITION_TUN_KEN_I,Tun Ken I,Tradition,+25% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] with a [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to them.,+25% Growth Rate in Towns with a Resource assigned to them.
TRADITION_TUN_KEN_II,Tun Ken II,Tradition,+50% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in [icon:YIELD_TOWNS] [TIP:LOC_PEDIA_CONCEPTS_TOWN_TOOLTIP]Towns[/TIP] with a [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCES_TOOLTIP]Resource[/TIP] assigned to them.,+50% Growth Rate in Towns with a Resource assigned to them.
TRADITION_TZOLKIN_I,Tzolk'in I,Tradition,+2 [icon:YIELD_SCIENCE] on Happiness [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP].,+2 Science on Happiness Buildings.
TRADITION_TZOLKIN_II,Tzolk'in II,Tradition,"+2 [icon:YIELD_SCIENCE] on Happiness [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP], doubled while in a [icon:CELEBRATION] [TIP:LOC_PEDIA_CONCEPTS_CELEBRATIONS_TOOLTIP]Celebration[/TIP].","+2 Science on Happiness Buildings, doubled while in a Celebration."
TRADITION_UPOSATHA,Uposatha,Policy,+2 [icon:YIELD_HAPPINESS] from [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP]. +1 [icon:YIELD_FOOD] [TIP:LOC_PEDIA_CONCEPTS_MAINTENANCE_TOOLTIP]Maintenance[/TIP] on [icon:SPECIALIST] [TIP:LOC_PEDIA_CONCEPTS_SPECIALIST_TOOLTIP]Specialists[/TIP].,+2 Happiness from Specialists. +1 Food Maintenance on Specialists.
TRADITION_VASSALAGE,Vassalage,Policy,+3 [icon:YIELD_CULTURE] and [icon:YIELD_GOLD] for every [icon:CITYSTATE] [TIP:LOC_PEDIA_CONCEPTS_CITY_STATE_TOOLTIP]City-State[/TIP] you are [TIP:LOC_PEDIA_CONCEPTS_SUZERAIN_TOOLTIP]Suzerain[/TIP] of.,+3 Culture and Gold for every City-State you are Suzerain of.
TRADITION_WAKIA_I,Wakia I,Tradition,+2 [icon:YIELD_GOLD] Gold for every active [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP].,+2 Gold for every active Trade Route.
TRADITION_WAKIA_II,Wakia II,Tradition,+3 [icon:YIELD_GOLD] Gold for every active [icon:TRADE_ROUTE] [TIP:LOC_PEDIA_CONCEPTS_TRADE_ROUTE_TOOLTIP]Trade Route[/TIP].,+3 Gold for every active Trade Route.
TRADITION_WARTIME_ECONOMY,Wartime Economy,Tradition,+100% [icon:YIELD_GOLD] towards purchasing Factories and Rail Stations while at [icon:WAR] War with a Leader with an opposing [icon:NOTIFICATION_IDEOLOGY_CHOSEN] Ideology.,+100% Gold towards purchasing Factories and Rail Stations while at War with a Leader with an opposing Ideology.
TRADITION_WARTIME_INNOVATION,Wartime Innovation,Tradition,Training a [TIP:LOC_PEDIA_CONCEPTS_MILITARY_UNIT_TOOLTIP]Military Unit[/TIP] grants [icon:YIELD_SCIENCE] equal to 25% of the Unit's cost while at [icon:WAR] War with a Leader with an opposing [icon:NOTIFICATION_IDEOLOGY_CHOSEN] Ideology.,Training a Military Unit grants Science equal to 25% of the Unit's cost while at War with a Leader with an opposing Ideology.
TRADITION_WAR_HEROES,War Heroes,Tradition,+5 [icon:YIELD_CULTURE] per [icon:NAR_REW_PROMOTION] [TIP:LOC_PEDIA_CONCEPTS_COMMANDER_TOOLTIP]Commander[/TIP] Level in the [icon:NOTIFICATION_SELECT_CAPITAL] Capital while at [icon:WAR] War with a Leader with an opposing [icon:NOTIFICATION_IDEOLOGY_CHOSEN] Ideology.,+5 Culture per Commander Level in the Capital while at War with a Leader with an opposing Ideology.
TRADITION_WEAK_BUREAUCRACY,Weak Bureaucracy,Tradition,-8 [icon:YIELD_DIPLOMACY] per turn.,-8 Influence per turn.
